"";"mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%";"Rhat";"n.eff"
"lambda[20,5,3]";0,00865377082252163;0,0153529660354644;3,00934927920112e-05;0,000735743414226727;0,00304057970332237;0,00991178685167363;0,0547210143565679;1,00054224914135;2000
"lambda[21,5,3]";0,00891823482695478;0,016201687599063;3,02889457669277e-05;0,000759038429809549;0,00305794707955591;0,00964522583796462;0,0548965039125468;1,0005916043964;2000
"lambda[22,5,3]";0,0066292308219248;0,0122892958720418;2,18235260462403e-05;0,000534334760749104;0,0022182796120818;0,00717288427801004;0,040339224074384;1,00052636006216;2000
"lambda[23,5,3]";0,00791496223556437;0,0139732902616054;2,74648784222884e-05;0,000686601480581258;0,00281330398231824;0,00895982102760854;0,0490780768198352;1,00048030535192;2000
"lambda[24,5,3]";0,00901771033008129;0,0163906064592303;2,88175422095225e-05;0,00073526758918333;0,00313591007168837;0,00992305701470312;0,0601097954455224;1,00066331862387;2000
"lambda[25,5,3]";0,00816610089956956;0,0150846116551;2,42482551788034e-05;0,00062101863757564;0,00267057225226565;0,00885522121493092;0,0510675894576316;1,00061925522353;2000
"lambda[26,5,3]";0,00805833476615619;0,0142459750223359;2,55944666246033e-05;0,000681381041124645;0,00286612893590867;0,00930062772679286;0,0489125746871938;1,00047070766084;2000
"lambda[27,5,3]";0,00714562135913387;0,014136042395224;2,06356637329519e-05;0,000517514039164652;0,0022725778005283;0,00778963857623994;0,0434928915986065;1,00045172996967;2000
"lambda[28,5,3]";0,00718791112328603;0,0142686356021614;2,04667959059657e-05;0,000506136867788263;0,00228785632351324;0,00776010257723575;0,0432727968020325;1,00046588456496;2000
"lambda[29,5,3]";0,00589150719679415;0,0114734007880449;1,80946286616377e-05;0,000442817165437656;0,00187367598496048;0,00616292545919373;0,0357526394237719;1,0004160076054;2000
"lambda[30,5,3]";0,00760946482878846;0,0136574735753715;2,29461759826847e-05;0,000643772669448642;0,00262399960730771;0,00878416348895177;0,0459270198686413;1,00040406946928;2000
"lambda[31,5,3]";0,00702929114959076;0,0135085425541079;2,00349508580429e-05;0,000541198712229932;0,0023644966827791;0,0076828350600406;0,0433616764439526;1,00042804389671;2000
"lambda[32,5,3]";0,00610617808491602;0,0118092109615181;1,91044067519174e-05;0,000466887881589663;0,00198047179373906;0,00640196718627233;0,0399615146891817;1,00048901565155;2000
"lambda[33,5,3]";0,00569661550242845;0,0140948413366393;1,1416059574347e-05;0,000307381820846465;0,00130594283391558;0,00482378663033995;0,0407088418861148;1,00050530109887;2000
"lambda[34,5,3]";0,00750555616441286;0,0152652496252587;1,86533047570289e-05;0,000487883047113507;0,00221471066952795;0,00772038653845311;0,0461365197577483;1,0005430552983;2000
"lambda[35,5,3]";0,0070752047128027;0,01332673353878;2,12225147038116e-05;0,000539209031324325;0,00235687168916738;0,00774343114185207;0,0438780943524056;1,00049586938224;2000
"lambda[36,5,3]";0,0057868391739448;0,012471103711438;1,42335536942279e-05;0,000384608732333448;0,00167057809361222;0,00572246512825847;0,0365766127146672;1,00044428248185;2000
"lambda[37,5,3]";0,00677905915397473;0,0124626805691505;2,18874850098502e-05;0,000551507415077033;0,00229205065728159;0,00748468185480378;0,0423388643735677;1,00049223941397;2000
"lambda[38,5,3]";0,00649170393623332;0,0120194833394531;2,15957348373904e-05;0,000521691148371284;0,00221228089804929;0,00691411927924494;0,0399257951501129;1,00048495540909;2000
"lambda[39,5,3]";0,0102579328221698;0,0191322898853734;3,0061534169611e-05;0,000815247599449505;0,00333644301427647;0,011108790248671;0,0664482886038442;1,0003903313381;2000
"lambda[40,5,3]";0,0075093530739769;0,0160607959937126;1,70511062198127e-05;0,000450967177438299;0,00208615181407572;0,00762232217145515;0,0436163517664971;1,000522546065;2000
"lambda[41,5,3]";0,00680327844002637;0,0124184619328752;2,1671754371604e-05;0,000550459481660292;0,00224706367960467;0,00741546166575546;0,042701492547096;1,00039785450183;2000
"lambda[42,5,3]";0,00637898050092802;0,01325145505473;1,73716452643109e-05;0,000442255446062454;0,0019737387922382;0,00672534990311909;0,0380865783154825;1,00041850599975;2000
"lambda[43,5,3]";0,0115530249093311;0,0228860002171019;3,55726568494968e-05;0,000926220620734446;0,00354125674263451;0,0121517045350423;0,0740797261374487;1,00050453401231;2000
"lambda[44,5,3]";0,0061480156037113;0,0143803178370137;1,24736297633768e-05;0,000345007107592286;0,00150629495307458;0,00544113514489356;0,0415085509729636;1,00057035111629;2000
"lambda[45,5,3]";0,00524399021864284;0,0130471215548506;1,14099691670977e-05;0,000289701349461042;0,0012806157682055;0,00452121054354907;0,0363725678252685;1,00040103304373;2000
"lambda[46,5,3]";0,00602519751688183;0,0119970543471605;1,74982769803522e-05;0,000437046157728183;0,00191562500331134;0,00629821538878383;0,036284319886496;1,00041521303443;2000
"lambda[47,5,3]";0,0111339415499281;0,0208671210618497;3,16371195452095e-05;0,000883012530142842;0,00373656347500034;0,0120959444080212;0,0680267890936873;1,00041331167642;2000
"lambda[48,5,3]";0,0099412178521733;0,0179509202426566;3,29436368630969e-05;0,000845730309396928;0,00343763870143755;0,0110255918787834;0,0639005313729778;1,00049573977366;2000
"lambda[49,5,3]";0,00662725934803157;0,0125608305119879;2,09312121121465e-05;0,000509915551925132;0,00220806010033423;0,00715559877505807;0,0411302290779758;1,00048749061487;2000
"lambda[50,5,3]";0,00864986901166958;0,0154694421881109;2,79919059939091e-05;0,000740301914039928;0,00295957656631453;0,009605887236455;0,0548291225442571;1,00041212332137;2000
"lambda[51,5,3]";0,00775504826373048;0,0136807884201209;2,65483643866732e-05;0,000664644219622035;0,00273130220542131;0,00869766068720139;0,0486962650839498;1,00044159380644;2000
"lambda[52,5,3]";0,0072777886312875;0,0131663425763504;2,20358618989634e-05;0,000594791236559711;0,00248199241405798;0,00827810566970383;0,0435488873242987;1,00039674174263;2000
"lambda[53,5,3]";0,0077280323478;0,0136846334833102;2,71306020277609e-05;0,000658853436512955;0,00265151633370623;0,00861056475358586;0,0498407882405404;1,00043122265986;2000
"lambda[54,5,3]";0,00675547361092153;0,0121820741541012;2,26374064960504e-05;0,000559422755620877;0,00233205543430104;0,00750588635551798;0,0437609808251981;1,00043666196352;2000
"lambda[55,5,3]";0,00503850340491009;0,0126593117323265;1,14670779374929e-05;0,000280420523809866;0,00125625765447941;0,00444240284666866;0,0346388107367577;1,00034605559836;2000
"lambda[56,5,3]";0,00660858272808722;0,0141693268357105;1,47181687546487e-05;0,000412204149325083;0,00184910694200449;0,0067018937290578;0,0398027249227791;1,00050305658804;2000
"lambda[57,5,3]";0,00774271449650972;0,013995333453605;2,24895475031832e-05;0,00062108903032093;0,00271245923554253;0,0089252797048523;0,0474203695816337;1,0004331432514;2000
"lambda[58,5,3]";0,0071447566484351;0,0128893282265135;2,43368133331863e-05;0,000603020955736356;0,00243703952370406;0,00778937759397506;0,0459741273755379;1,00047680174935;2000
"lambda[59,5,3]";0,00575753379672207;0,0134616889012824;1,19619306427062e-05;0,000339873499907808;0,00156414397317486;0,00557433928986883;0,0356394043689858;1,00039236777539;2000
"lambda[60,5,3]";0,00766906792989362;0,0137521129054395;2,45385460092805e-05;0,000636625115975243;0,00263255979137172;0,00867181990841817;0,0494721925545568;1,00056223405006;2000
"lambda[1,6,3]";0,0104989136678525;0,0232898633758632;3,68903214296913e-05;0,000814208094986925;0,00323359370368587;0,0101536801618941;0,0605555595199749;1,00077518874196;2000
"lambda[2,6,3]";0,010985389563766;0,0241254220819764;3,77622809515774e-05;0,000845292624802416;0,00345474827733975;0,0106534630423722;0,0631966009656116;1,00081795099038;2000
"lambda[3,6,3]";0,00996303904245704;0,0216251718568392;3,3892373875121e-05;0,000748604982184019;0,00322869477931306;0,00985590874220082;0,0629168943786953;1,00076798083753;2000
"lambda[4,6,3]";0,00807285892938727;0,0171072875081313;3,0732156240415e-05;0,000644007567131827;0,00268584538451316;0,00857337383444656;0,045990777900732;1,00080101810016;2000
"lambda[5,6,3]";0,00665254454725828;0,0147548233540682;2,34566141768655e-05;0,000514818799381846;0,00215815543966533;0,00678161166882417;0,038379052121845;1,00044906861425;2000
"lambda[6,6,3]";0,00688805621562794;0,0170295442410741;1,54471758347244e-05;0,00042794098741765;0,001868983359967;0,00635008312548012;0,0479470147262223;1,00042142748816;2000
"lambda[7,6,3]";0,00756560246052185;0,0165909425350966;2,85280672934576e-05;0,00061267843164985;0,00237618475470021;0,00757190239509366;0,0433003356165175;1,00063875568499;2000
"lambda[8,6,3]";0,00639891496153489;0,0142823467177185;2,50875201756307e-05;0,000522401357806135;0,00207660930994989;0,00665837273447215;0,0370746232204271;1,0006523871493;2000
"lambda[9,6,3]";0,008302342138898;0,0179703712247858;3,06955523183965e-05;0,000663297387181424;0,00266670773343385;0,00832018283915342;0,0483137812955504;1,00077626043674;2000
"lambda[10,6,3]";0,00973541276069472;0,0207696706952901;3,5569901608467e-05;0,000759664007954641;0,00317695741576142;0,00982376286278191;0,0607450579016494;1,00079280005147;2000
"lambda[11,6,3]";0,00753745090584098;0,0185625110113175;1,98768841656853e-05;0,00046807605419856;0,00200498470525942;0,00690254632199501;0,0514681140633622;1,00045739856512;2000
"lambda[12,6,3]";0,00767632073363245;0,0176117547144977;2,62202553992611e-05;0,000571777167956151;0,00232156648048116;0,0076242227128413;0,0500251102483445;1,00064145622674;2000
"lambda[13,6,3]";0,00736394172801665;0,0160968920237207;2,92276314044763e-05;0,000601995365386649;0,00238347298204435;0,0078101001311007;0,0454494056720763;1,00068735132803;2000
"lambda[14,6,3]";0,011361365032365;0,0244728606499221;3,95491681588121e-05;0,000855941026131814;0,00349912209393584;0,0112526228882762;0,0711207238528318;1,00089337513237;2000
"lambda[15,6,3]";0,00765708986527373;0,0187966016602059;2,11163311116912e-05;0,0004775903448788;0,00209648168712996;0,00707383553767727;0,0494040929456667;1,00038117310737;2000
"lambda[16,6,3]";0,0110800586928993;0,0249044539033043;4,12092621800072e-05;0,000787366084938391;0,00307872230490449;0,0109828439138648;0,07023034254117;1,00116193656348;2000
"lambda[17,6,3]";0,00856673779712028;0,0186650716559436;2,83774381584663e-05;0,000655603892862104;0,00271319511343037;0,00894879559720552;0,0534871094608571;1,00062268460882;2000
"lambda[18,6,3]";0,00785627571761869;0,0183494367431744;2,53023180342183e-05;0,000553390627232047;0,00227424738107681;0,00749849490449104;0,051804895760439;1,00055380014616;2000
"lambda[19,6,3]";0,00810676581020067;0,0175691514887338;3,29576593640014e-05;0,000624136994259809;0,00255204078766107;0,00848229584299104;0,0467989629441394;1,00091830921505;2000
"lambda[20,6,3]";0,00849399331090501;0,0177631495046854;2,99745300456508e-05;0,000682206323053835;0,00289487034983831;0,00871850839390193;0,0511494991778568;1,00062881498853;2000
"lambda[21,6,3]";0,0087617038845035;0,0185806756276087;3,19566085335947e-05;0,000716064856314882;0,00295142067865095;0,00874878544953687;0,0519422065699717;1,00057623880989;2000
"lambda[22,6,3]";0,00650940956671034;0,0145112613357158;2,49581467645232e-05;0,000517193263997105;0,00208523289535148;0,0066167042588834;0,0378911607170502;1,0004113015134;2000
"lambda[23,6,3]";0,00783211593954723;0,0165786064323297;3,09223513565522e-05;0,000631014652658823;0,00259680826569147;0,00811429826694146;0,0457061529927581;1,00067672378056;2000
"lambda[24,6,3]";0,0087863514654759;0,018583431928818;2,99825984757514e-05;0,000686245246852227;0,00290404544200119;0,00897395056795844;0,0536043437118403;1,0004831462713;2000
"lambda[25,6,3]";0,00797531465724332;0,0176259294075446;2,83968580515907e-05;0,000608218484422926;0,00251863370335267;0,00814653782421153;0,0494341616114653;1,00042608781805;2000
"lambda[26,6,3]";0,00790438983456827;0,0167205900558104;3,00295030954562e-05;0,000638656799453465;0,00268842735728446;0,00826660027055196;0,0470859902630762;1,00068283898474;2000
"lambda[27,6,3]";0,0069347415190695;0,0160014087226265;2,31617224127515e-05;0,000507875024659469;0,0021225256531209;0,00685136172006507;0,0461800908338812;1,00051060788922;2000
"lambda[28,6,3]";0,00698008228322366;0,0161742460209931;2,2250422228091e-05;0,000506958048157113;0,00212192678698684;0,00687541765256119;0,0460413081996598;1,0004851149897;2000
"lambda[29,6,3]";0,00580872860661753;0,0134987457310611;2,03855340685022e-05;0,000445688797561075;0,00178200990485722;0,00586868905695755;0,0331442509820856;1,00049829832945;2000
"lambda[30,6,3]";0,00750393516902485;0,0161965935372264;3,04719653787805e-05;0,000607738606815978;0,00246219008559799;0,00784467806327979;0,0445454266361091;1,00080693933434;2000
"lambda[31,6,3]";0,00683035094119147;0,0154390032461411;2,56008493398934e-05;0,000520835270878466;0,00212527864795278;0,00693838699229637;0,0425694263409412;1,0005802227119;2000
"lambda[32,6,3]";0,00601641531933816;0,0139111271905419;2,11612502152954e-05;0,000463477421244756;0,00180756089017661;0,00600164352986099;0,0339325504138848;1,00037767701013;2000
"lambda[33,6,3]";0,0055722938997532;0,0154175004016517;1,022075632988e-05;0,000284247650155943;0,00130262143689193;0,00473754759930771;0,0370688750569613;1,00015586874211;2000
"lambda[34,6,3]";0,00732299435762577;0,0174591515277595;2,12937898032498e-05;0,000495160018342868;0,00211498999938964;0,00704300943899849;0,048863486615566;1,00037709842522;2000
"lambda[35,6,3]";0,00689777138438201;0,0154952890609547;2,45443220571476e-05;0,000536856696801939;0,00215817324445882;0,00708541021338244;0,0439364289770667;1,00047610294981;2000
"lambda[36,6,3]";0,0056241547678278;0,0138744192025752;1,44426059017255e-05;0,000392939683141733;0,00162758350481284;0,0053679889622943;0,0368636783456294;1,00033823867171;2000
"lambda[37,6,3]";0,00663690172140126;0,0146701563834883;2,61490536614691e-05;0,000526532591620031;0,00214162572337929;0,00682085393765117;0,0400603736751644;1,00048248604333;2000
"lambda[38,6,3]";0,00637931122519507;0,0142181693696884;2,5954730111839e-05;0,000508130496300485;0,0020427176532263;0,00648706441777754;0,0368903553666866;1,00046260480748;2000
"lambda[39,6,3]";0,0102619465254221;0,022543046047923;3,92762593441656e-05;0,000745961782286039;0,00304602467455303;0,0102614672493804;0,0625420434297821;1,00108049772618;2000
"lambda[40,6,3]";0,00731794626919285;0,0179680677806548;1,88664043179107e-05;0,000452063553961616;0,00200438146708934;0,00668434989896334;0,0493404449113163;1,00036464482422;2000
"lambda[41,6,3]";0,00677652602771084;0,0150590816866466;2,76163483058878e-05;0,000544570401136894;0,00212868637012798;0,00703883091680657;0,0395904453249927;1,00076773585074;2000
"lambda[42,6,3]";0,00616849043544699;0,0146169129794888;1,91807604229629e-05;0,000441584450974935;0,00183630556309011;0,00595284186400883;0,040570054981188;1,00047676782741;2000
"lambda[43,6,3]";0,0115647243360764;0,0274500084064191;3,99244721198151e-05;0,000858942042895292;0,00334641282497359;0,0112033920744575;0,0691243014510982;1,00085495181982;2000
"lambda[44,6,3]";0,00601463738353634;0,0159518360954995;1,11939705625702e-05;0,000330678285996587;0,0015067168365112;0,00523631783908795;0,0418890725217071;1,00016644921499;2000
"lambda[45,6,3]";0,0051156420204327;0,0141507235902458;1,03090625854527e-05;0,000281792893658514;0,00119441872729733;0,00432421975756534;0,0349597573502431;1,00024241392893;2000
"lambda[46,6,3]";0,00587371539271575;0,0136893147752497;1,97184325324225e-05;0,000449894844889298;0,00179546158549475;0,00592376243398018;0,0344355344936721;1,00049128915948;2000
"lambda[47,6,3]";0,0109400893610604;0,0237160485179753;3,88917959319102e-05;0,000833260418963074;0,00330086378805621;0,0109346485084238;0,0703767033629241;1,00097848604661;2000
"lambda[48,6,3]";0,0097594262537313;0,0204972690073611;3,68764224787074e-05;0,000770768007443849;0,00322103527616479;0,00992017377862827;0,0585277597455642;1,00078830535631;2000
"lambda[49,6,3]";0,00646969958486986;0,0146272235708258;2,34850806821325e-05;0,000507202507484065;0,00203806764134041;0,00666459581145447;0,0400903353561888;1,00044701936232;2000
"lambda[50,6,3]";0,00860178893260262;0,0183895521169844;3,45681819999238e-05;0,000676266863045842;0,00276314339595244;0,00895053031092411;0,0507756652070696;1,00090717651119;2000
"lambda[51,6,3]";0,00767106930853754;0,016298437637577;3,11082706809867e-05;0,000616230624426475;0,002542971811723;0,00806330912703233;0,0454245498916232;1,00074087096959;2000
"lambda[52,6,3]";0,00719261050812254;0,015689768695394;2,94667475505636e-05;0,0005765618331406;0,00230900988085603;0,00760902219093029;0,0412669529121848;1,00080471474927;2000
